"Acres","FamilyIncome","FamilyType","NumBedrooms","NumChildren","NumPeople","NumRooms","NumUnits","NumVehicles","NumWorkers","OwnRent","YearBuilt","HouseCosts","ElectricBill","FoodStamp","HeatingFuel","Insurance","Language","Income"
"Sub 1",150200,"Married",5,0,9,8,"Single detached",5,3,"Mortgage","Before 1939",1900,350,"No","Oil",900,"English","Above"
"Sub 1",101500,"Married",3,2,5,10,"Single detached",3,3,"Mortgage","1980-1989",2700,440,"No","Gas",1000,"Spanish","Below"
"1-10",119200,"Married",4,3,5,8,"Single detached",2,2,"Mortgage","Before 1939",1000,170,"No","Oil",510,"Spanish","Below"
"1-10",110000,"Married",3,3,5,4,"Single detached",1,1,"Mortgage","Before 1939",1600,60,"No","Gas",1400,"English","Below"
"Sub 1",28520,"Married",4,0,2,8,"Single detached",2,1,"Mortgage","Before 1939",450,100,"No","Oil",800,"English","Below"
"Sub 1",70000,"Married",4,6,8,9,"Single detached",2,2,"Rented","1970-1979",1000,1,"No","Gas",0,"Other","Below"
"Sub 1",90000,"Married",3,3,5,7,"Single detached",2,1,"Mortgage","1950-1959",3200,200,"No","Gas",580,"English","Below"
"Sub 1",51000,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","1940-1949",850,70,"No","Gas",440,"English","Below"
"Sub 1",109700,"Married",4,0,4,7,"Single detached",3,2,"Mortgage","Before 1939",1900,160,"No","Oil",600,"English","Below"
"Sub 1",114000,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","1950-1959",2000,150,"No","Oil",1000,"English","Below"
"Sub 1",119100,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","1960-1969",1400,170,"No","Gas",1000,"English","Below"
"Sub 1",150200,"Married",4,2,7,7,"Single detached",2,2,"Mortgage","1940-1949",2100,250,"Yes","Gas",1100,"Other European","Above"
"Sub 1",104220,"Married",3,0,5,5,"Single detached",4,3,"Mortgage","1950-1959",820,200,"No","Oil",0,"English","Below"
"1-10",134400,"Married",3,2,4,11,"Single detached",2,2,"Mortgage","1980-1989",730,210,"No","Oil",900,"English","Below"
"Sub 1",232000,"Married",4,1,3,8,"Single detached",2,3,"Mortgage","1960-1969",3000,500,"No","Oil",4000,"English","Above"
"Sub 1",24000,"Married",3,1,4,5,"Single attached",0,1,"Mortgage","2000-2004",1800,100,"No","Gas",600,"Asian Pacific","Below"
"1-10",113000,"Married",4,0,2,9,"Single detached",2,0,"Mortgage","1980-1989",1300,150,"No","Gas",700,"English","Below"
"1-10",135700,"Married",5,1,9,9,"Single detached",4,3,"Mortgage","1960-1969",6500,300,"No","Oil",2300,"English","Below"
"Sub 1",64000,"Married",3,0,2,8,"Single detached",1,2,"Mortgage","Before 1939",310,100,"No","Gas",280,"English","Below"
"Sub 1",111500,"Female Head",4,0,3,9,"Single detached",2,2,"Mortgage","1950-1959",710,200,"No","Gas",500,"English","Below"
"Sub 1",92500,"Male Head",3,0,3,6,"Single detached",4,2,"Mortgage","1960-1969",900,250,"No","Gas",440,"English","Below"
"10+",54000,"Married",3,2,4,7,"Single detached",3,1,"Mortgage","Before 1939",2000,230,"No","Wood",550,"English","Below"
"10+",17900,"Female Head",3,2,4,5,"Single attached",0,1,"Rented","1960-1969",230,1,"Yes","Gas",0,"English","Below"
"Sub 1",47000,"Married",3,0,2,6,"Single detached",3,2,"Mortgage","1960-1969",730,100,"No","Oil",750,"English","Below"
"Sub 1",140000,"Married",3,0,2,4,"Single detached",2,2,"Mortgage","1970-1979",2800,400,"No","Gas",1000,"English","Below"
"Sub 1",28000,"Married",3,0,3,8,"Single detached",2,2,"Mortgage","1960-1969",3000,400,"No","Gas",0,"Asian Pacific","Below"
"Sub 1",143400,"Married",5,1,3,21,"Single detached",2,2,"Mortgage","1940-1949",1400,500,"No","Gas",1200,"English","Below"
"1-10",231640,"Married",4,1,5,9,"Single detached",6,3,"Mortgage","1980-1989",2500,350,"No","Oil",1300,"English","Above"
"1-10",90000,"Married",3,2,4,7,"Single detached",2,2,"Mortgage","2005",1400,300,"No","Coal",400,"English","Below"
"Sub 1",25000,"Female Head",2,1,3,4,"Single detached",1,1,"Rented","2000-2004",950,90,"No","Gas",0,"English","Below"
"Sub 1",197000,"Married",3,0,5,7,"Single detached",4,3,"Mortgage","1940-1949",1900,170,"No","Oil",1300,"English","Above"
"10+",99500,"Married",5,6,10,10,"Single detached",4,3,"Mortgage","Before 1939",3500,80,"No","Oil",1000,"English","Below"
"Sub 1",73700,"Married",4,0,3,8,"Single detached",2,1,"Mortgage","1970-1979",2100,170,"No","Oil",1000,"English","Below"
"Sub 1",107000,"Married",3,0,2,5,"Single attached",1,1,"Mortgage","2005",2900,160,"No","Gas",0,"English","Below"
"Sub 1",120000,"Married",4,1,4,6,"Single detached",3,2,"Mortgage","1980-1989",1100,200,"No","Oil",700,"English","Below"
"1-10",24000,"Married",4,2,6,7,"Single detached",3,1,"Mortgage","2005",2600,80,"No","Oil",0,"Other European","Below"
"Sub 1",60434,"Married",5,2,8,8,"Single detached",2,3,"Mortgage","2000-2004",3200,100,"Yes","Gas",1000,"Asian Pacific","Below"
"Sub 1",83000,"Married",2,0,2,3,"Mobile home",1,2,"Mortgage","1980-1989",600,400,"No","Gas",500,"Spanish","Below"
"Sub 1",86000,"Married",3,2,4,7,"Single detached",2,2,"Mortgage","1980-1989",1100,260,"No","Gas",480,"English","Below"
"Sub 1",38000,"Married",3,0,2,5,"Single attached",0,2,"Rented","Before 1939",500,110,"No","Gas",0,"Asian Pacific","Below"
"Sub 1",120000,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","1990-1999",970,130,"No","Gas",2000,"Asian Pacific","Below"
"Sub 1",258000,"Married",4,1,3,10,"Single detached",0,2,"Mortgage","1980-1989",240,150,"No","Gas",600,"English","Above"
"Sub 1",33900,"Female Head",3,2,4,7,"Single detached",2,1,"Mortgage","Before 1939",520,80,"No","Gas",350,"Other European","Below"
"Sub 1",30400,"Married",3,0,3,6,"Single attached",2,0,"Mortgage","Before 1939",2300,300,"No","Gas",800,"English","Below"
"1-10",93000,"Married",4,0,2,9,"Single detached",2,1,"Mortgage","1980-1989",750,120,"No","Electricity",120,"English","Below"
"Sub 1",56900,"Married",4,0,2,9,"Single detached",2,1,"Mortgage","1950-1959",570,70,"No","Oil",700,"English","Below"
"Sub 1",24900,"Married",3,1,3,6,"Single detached",2,1,"Mortgage","Before 1939",640,60,"No","Oil",40,"English","Below"
"Sub 1",101000,"Married",4,1,3,9,"Single detached",3,2,"Mortgage","1970-1979",1000,100,"No","Gas",610,"English","Below"
"10+",12320,"Married",4,1,3,11,"Single detached",2,1,"Mortgage","1950-1959",430,80,"Yes","Wood",0,"English","Below"
"Sub 1",63250,"Female Head",2,1,3,7,"Single attached",1,2,"Mortgage","1990-1999",1600,390,"No","Electricity",1500,"English","Below"
"Sub 1",65000,"Male Head",2,2,3,4,"Single detached",1,1,"Mortgage","1950-1959",2600,110,"No","Wood",1500,"English","Below"
"Sub 1",564500,"Married",5,0,2,9,"Single detached",3,1,"Mortgage","2000-2004",2900,100,"No","Gas",6600,"English","Above"
"1-10",215730,"Married",3,0,2,5,"Single detached",3,2,"Mortgage","Before 1939",2700,200,"No","Oil",1300,"English","Above"
"1-10",103600,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","Before 1939",3000,580,"No","Gas",900,"Other European","Below"
"Sub 1",59400,"Married",4,0,3,6,"Single attached",2,2,"Mortgage","1950-1959",1800,300,"No","Gas",1400,"Asian Pacific","Below"
"Sub 1",280230,"Married",5,0,2,9,"Single detached",2,2,"Mortgage","1950-1959",1800,170,"No","Oil",2800,"English","Above"
"Sub 1",36200,"Female Head",2,0,2,4,"Single attached",0,0,"Mortgage","Before 1939",2000,220,"No","Gas",1000,"English","Below"
"1-10",115100,"Married",3,2,4,7,"Single detached",2,1,"Rented","1960-1969",2500,200,"No","Gas",0,"English","Below"
"Sub 1",103000,"Married",3,2,4,5,"Single detached",1,1,"Mortgage","Before 1939",1700,250,"No","Gas",3000,"English","Below"
"Sub 1",127400,"Married",4,0,5,8,"Single attached",5,3,"Mortgage","1970-1979",1800,330,"No","Gas",4700,"English","Below"
"Sub 1",236000,"Female Head",3,2,3,6,"Single detached",1,1,"Mortgage","1950-1959",2700,180,"No","Oil",0,"English","Above"
"Sub 1",379000,"Married",8,1,7,8,"Single detached",5,3,"Mortgage","2000-2004",3600,500,"No","Oil",0,"Other","Above"
"Sub 1",200000,"Married",3,2,5,9,"Single detached",2,1,"Mortgage","1960-1969",2800,300,"No","Gas",1400,"Other","Above"
"Sub 1",62400,"Female Head",4,1,4,8,"Single detached",1,2,"Mortgage","1990-1999",3200,280,"No","Gas",1000,"Other European","Below"
"1-10",18500,"Female Head",3,2,4,6,"Single detached",2,1,"Mortgage","1970-1979",600,160,"No","Oil",300,"English","Below"
"1-10",45800,"Married",5,0,8,7,"Single attached",0,3,"Rented","1950-1959",1500,180,"No","Gas",0,"Spanish","Below"
"1-10",138700,"Married",4,2,6,9,"Single detached",4,3,"Mortgage","1990-1999",1100,250,"No","Oil",900,"English","Below"
"Sub 1",42300,"Female Head",3,1,2,7,"Single detached",1,1,"Mortgage","1980-1989",1100,140,"No","Gas",600,"English","Below"
"Sub 1",55100,"Female Head",5,0,3,10,"Single detached",2,1,"Mortgage","1980-1989",2200,500,"No","Gas",2000,"English","Below"
"Sub 1",23000,"Female Head",1,1,3,3,"Single detached",1,1,"Rented","Before 1939",1200,1,"No","Gas",0,"English","Below"
"Sub 1",78200,"Married",4,0,5,8,"Single detached",3,2,"Mortgage","1970-1979",1000,250,"No","Oil",1200,"English","Below"
"Sub 1",120700,"Married",8,5,7,10,"Single detached",2,2,"Mortgage","1950-1959",1700,300,"No","Gas",2500,"English","Below"
"1-10",66710,"Married",3,3,5,5,"Mobile home",2,3,"Rented","2000-2004",800,150,"No","Oil",0,"Spanish","Below"
"Sub 1",99000,"Male Head",5,3,6,6,"Single detached",3,3,"Mortgage","1950-1959",2800,320,"No","Oil",1400,"Spanish","Below"
"Sub 1",69500,"Female Head",3,0,2,5,"Single attached",2,2,"Mortgage","2005",1680,130,"No","Gas",900,"English","Below"
"Sub 1",78000,"Married",3,0,2,5,"Single detached",2,0,"Mortgage","1950-1959",400,100,"No","Oil",800,"Other European","Below"
"Sub 1",50000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","1960-1969",1000,110,"No","Gas",500,"English","Below"
"Sub 1",135000,"Female Head",8,0,5,21,"Single detached",2,3,"Mortgage","Before 1939",6500,300,"Yes","Gas",6600,"English","Below"
"Sub 1",50400,"Married",2,0,2,4,"Single attached",2,1,"Rented","2000-2004",2300,100,"No","Gas",0,"English","Below"
"1-10",91600,"Married",4,1,4,7,"Single detached",1,3,"Mortgage","Before 1939",950,120,"No","Gas",590,"English","Below"
"Sub 1",85000,"Married",3,0,2,5,"Single detached",2,1,"Mortgage","1950-1959",500,110,"No","Gas",450,"English","Below"
"Sub 1",41700,"Married",1,2,4,4,"Single attached",1,2,"Mortgage","Before 1939",1300,50,"No","Gas",1000,"Asian Pacific","Below"
"Sub 1",230000,"Married",3,2,4,6,"Single detached",1,2,"Mortgage","Before 1939",2500,130,"No","Gas",1500,"Other European","Above"
"Sub 1",63050,"Female Head",4,1,4,9,"Single detached",2,3,"Mortgage","1940-1949",880,150,"No","Gas",560,"English","Below"
"Sub 1",123900,"Married",4,0,5,10,"Single detached",3,3,"Mortgage","1980-1989",700,270,"Yes","Gas",0,"English","Below"
"1-10",46700,"Married",4,0,3,6,"Single detached",2,3,"Mortgage","1940-1949",650,150,"No","Oil",650,"English","Below"
"Sub 1",121000,"Married",3,1,3,8,"Single detached",2,2,"Mortgage","2000-2004",1200,100,"No","Gas",400,"English","Below"
"Sub 1",158000,"Married",4,3,5,8,"Single detached",3,2,"Mortgage","1960-1969",2800,80,"No","Wood",1200,"English","Above"
"Sub 1",116800,"Married",4,1,5,7,"Single detached",5,3,"Mortgage","1960-1969",980,180,"No","Gas",330,"English","Below"
"1-10",95400,"Married",4,3,5,9,"Single detached",2,2,"Mortgage","1990-1999",2000,250,"No","Oil",1000,"English","Below"
"Sub 1",22100,"Married",3,1,3,5,"Single detached",2,1,"Mortgage","Before 1939",1100,350,"Yes","Gas",900,"English","Below"
"1-10",18400,"Female Head",4,1,2,9,"Single detached",1,1,"Mortgage","1990-1999",660,140,"No","Gas",500,"English","Below"
"Sub 1",88400,"Married",5,2,4,10,"Single detached",2,1,"Mortgage","Before 1939",1800,250,"No","Gas",610,"English","Below"
"Sub 1",166500,"Married",4,3,5,8,"Single detached",2,3,"Mortgage","Before 1939",3800,80,"No","Gas",1500,"English","Above"
"1-10",325000,"Married",4,2,4,11,"Single detached",2,2,"Mortgage","1970-1979",1400,100,"No","Gas",530,"English","Above"
"Sub 1",215100,"Married",4,0,2,11,"Single detached",4,2,"Mortgage","Before 1939",1600,100,"No","Gas",1000,"English","Above"
"Sub 1",37200,"Married",3,0,2,7,"Mobile home",2,1,"Mortgage","1990-1999",330,60,"No","Gas",500,"English","Below"
"1-10",70000,"Married",4,1,3,8,"Single detached",1,2,"Mortgage","1950-1959",800,60,"No","Gas",1200,"English","Below"
"Sub 1",32200,"Female Head",3,2,3,8,"Single attached",1,1,"Mortgage","2000-2004",1100,240,"No","Gas",1000,"English","Below"
"Sub 1",135000,"Married",4,1,3,6,"Single detached",2,2,"Mortgage","1940-1949",2500,80,"No","Gas",1200,"English","Below"
"Sub 1",100000,"Married",4,1,4,7,"Single detached",2,2,"Mortgage","Before 1939",4700,130,"No","Gas",2500,"English","Below"
"Sub 1",150000,"Married",3,2,4,5,"Single detached",2,2,"Mortgage","1960-1969",1900,130,"No","Oil",1400,"Other European","Above"
"Sub 1",43500,"Female Head",2,0,2,4,"Single detached",1,1,"Rented","1940-1949",1200,90,"No","Oil",0,"English","Below"
"1-10",76000,"Married",3,0,3,5,"Single detached",2,2,"Mortgage","1950-1959",800,90,"No","Gas",650,"English","Below"
"Sub 1",85000,"Married",3,0,2,5,"Single detached",3,1,"Mortgage","1980-1989",490,90,"No","Electricity",900,"English","Below"
"Sub 1",196000,"Married",3,1,4,7,"Single detached",3,2,"Rented","1950-1959",2200,200,"No","Gas",0,"Spanish","Above"
"1-10",101500,"Married",4,1,3,9,"Single detached",2,3,"Mortgage","1990-1999",1800,300,"No","Oil",1500,"English","Below"
"Sub 1",110000,"Married",2,2,4,6,"Single detached",2,2,"Mortgage","1960-1969",1700,100,"No","Gas",1400,"English","Below"
"Sub 1",162300,"Married",3,0,2,8,"Single detached",2,0,"Mortgage","Before 1939",1500,170,"No","Gas",800,"English","Above"
"1-10",48500,"Married",4,2,4,9,"Single detached",2,2,"Mortgage","1990-1999",1500,300,"No","Oil",1500,"Spanish","Below"
"Sub 1",162000,"Married",2,0,2,6,"Single detached",3,2,"Mortgage","1950-1959",1900,250,"No","Oil",1200,"English","Above"
"Sub 1",22000,"Female Head",3,2,3,8,"Single detached",1,1,"Rented","1960-1969",630,100,"Yes","Gas",0,"English","Below"
"1-10",73500,"Married",3,1,3,5,"Single attached",2,2,"Mortgage","2000-2004",1650,110,"No","Oil",400,"English","Below"
"Sub 1",68000,"Married",3,1,3,7,"Single detached",2,2,"Mortgage","Before 1939",430,100,"No","Other",600,"English","Below"
"Sub 1",38400,"Female Head",2,0,3,4,"Single detached",1,2,"Rented","Before 1939",1000,580,"No","Gas",0,"Spanish","Below"
"1-10",101420,"Married",3,0,7,9,"Single detached",4,3,"Mortgage","1970-1979",1200,170,"No","Electricity",600,"English","Below"
"Sub 1",170000,"Married",3,0,2,6,"Single attached",2,2,"Mortgage","1980-1989",1800,90,"No","Gas",2400,"English","Above"
"1-10",42000,"Female Head",3,1,2,5,"Single detached",1,1,"Mortgage","1970-1979",670,50,"No","Oil",530,"English","Below"
"Sub 1",154600,"Female Head",3,1,7,6,"Single detached",2,3,"Rented","1950-1959",740,70,"Yes","Gas",0,"Spanish","Above"
"Sub 1",172000,"Male Head",4,2,4,8,"Single detached",2,1,"Mortgage","1960-1969",4000,250,"No","Gas",1200,"Other","Above"
"Sub 1",51550,"Married",3,2,4,8,"Single detached",2,2,"Rented","1960-1969",500,90,"No","Gas",0,"English","Below"
"Sub 1",442000,"Married",3,0,2,9,"Single detached",2,2,"Mortgage","Before 1939",2600,50,"No","Gas",0,"English","Above"
"Sub 1",55000,"Married",4,1,3,6,"Single detached",2,2,"Mortgage","Before 1939",910,150,"No","Gas",400,"English","Below"
"Sub 1",15800,"Married",2,0,2,4,"Single detached",1,1,"Rented","1940-1949",650,100,"No","Oil",0,"English","Below"
"1-10",174804,"Married",3,1,4,7,"Single detached",4,2,"Rented","1980-1989",1500,180,"No","Oil",0,"English","Above"
"Sub 1",238000,"Married",5,0,3,8,"Single detached",2,2,"Mortgage","Before 1939",750,230,"No","Gas",1700,"English","Above"
"1-10",120000,"Male Head",3,1,2,5,"Single detached",2,1,"Mortgage","2000-2004",2000,120,"No","Gas",400,"English","Below"
"Sub 1",70000,"Female Head",3,2,3,12,"Single detached",1,1,"Mortgage","Before 1939",2500,130,"No","Oil",1800,"English","Below"
"1-10",178500,"Married",5,1,4,9,"Single detached",4,3,"Mortgage","2000-2004",2300,200,"No","Oil",1500,"Spanish","Above"
"1-10",80000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",800,150,"No","Gas",400,"English","Below"
"Sub 1",52500,"Married",3,0,3,8,"Single detached",6,3,"Mortgage","Before 1939",600,230,"No","Gas",1500,"English","Below"
"Sub 1",105100,"Married",4,1,3,9,"Single detached",2,2,"Mortgage","1990-1999",1300,80,"No","Gas",670,"English","Below"
"Sub 1",88500,"Female Head",3,0,2,5,"Single detached",1,2,"Mortgage","1940-1949",2600,140,"No","Gas",1100,"English","Below"
"Sub 1",40000,"Married",3,2,4,6,"Single attached",2,1,"Rented","2008",1600,2,"No","Electricity",0,"Spanish","Below"
"Sub 1",204600,"Married",3,0,2,6,"Single attached",1,1,"Outright","1980-1989",150,80,"No","Gas",1200,"Other European","Above"
"Sub 1",73000,"Female Head",2,0,2,5,"Single attached",2,2,"Outright","1980-1989",370,150,"No","Gas",300,"English","Below"
"1-10",91000,"Married",5,0,3,11,"Single detached",3,3,"Mortgage","Before 1939",1200,350,"No","Gas",3500,"Other European","Below"
"Sub 1",130000,"Married",4,2,4,7,"Single detached",3,2,"Mortgage","1950-1959",590,140,"No","Electricity",500,"English","Below"
"Sub 1",43200,"Married",3,0,2,6,"Single detached",1,0,"Mortgage","Before 1939",2400,60,"No","Gas",1200,"English","Below"
"Sub 1",77900,"Married",3,1,5,5,"Single attached",1,3,"Mortgage","1950-1959",2100,260,"No","Gas",0,"Other","Below"
"Sub 1",9400,"Male Head",2,3,5,7,"Single detached",0,2,"Rented","1960-1969",1500,120,"No","Gas",0,"Other European","Below"
"1-10",27100,"Married",2,0,2,5,"Single detached",1,0,"Mortgage","1950-1959",620,130,"No","Oil",400,"English","Below"
"1-10",33600,"Married",2,0,2,6,"Mobile home",1,1,"Mortgage","1960-1969",250,190,"No","Oil",500,"English","Below"
"Sub 1",46000,"Married",3,0,2,7,"Single detached",1,1,"Mortgage","Before 1939",630,50,"No","Gas",0,"English","Below"
"Sub 1",20000,"Married",2,1,3,4,"Single detached",1,1,"Rented","1950-1959",1200,150,"No","Gas",0,"Spanish","Below"
"Sub 1",33900,"Female Head",3,0,2,6,"Single detached",0,0,"Rented","Before 1939",630,170,"Yes","Gas",0,"English","Below"
"1-10",200000,"Married",4,2,4,9,"Single detached",2,1,"Mortgage","2005",3500,400,"No","Oil",800,"English","Above"
"Sub 1",120000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","1950-1959",2300,80,"No","Gas",1800,"Other European","Below"
"1-10",29960,"Female Head",4,3,5,7,"Single detached",2,1,"Mortgage","Before 1939",750,110,"Yes","Wood",500,"English","Below"
"1-10",69000,"Married",2,0,2,7,"Single detached",2,1,"Mortgage","2000-2004",390,100,"No","Oil",330,"English","Below"
"10+",201800,"Married",3,2,4,6,"Single detached",4,2,"Mortgage","2000-2004",1700,300,"No","Oil",1000,"English","Above"
"Sub 1",23600,"Married",3,0,2,6,"Single attached",1,1,"Mortgage","1950-1959",1200,250,"Yes","Gas",450,"Other European","Below"
"Sub 1",99400,"Married",4,0,2,8,"Single attached",4,1,"Mortgage","Before 1939",2200,160,"No","Oil",500,"English","Below"
"1-10",118300,"Married",5,0,2,9,"Single detached",3,2,"Mortgage","1980-1989",1100,200,"No","Gas",1500,"English","Below"
"1-10",106000,"Married",3,3,5,4,"Single detached",2,2,"Mortgage","2008",1200,230,"No","Gas",580,"English","Below"
"1-10",40200,"Married",3,0,5,7,"Single detached",2,3,"Mortgage","1980-1989",450,50,"No","Wood",900,"English","Below"
"1-10",81000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",790,180,"No","Gas",100,"English","Below"
"1-10",233530,"Married",3,0,2,4,"Single detached",2,2,"Mortgage","2000-2004",6500,300,"No","Oil",3500,"English","Above"
"1-10",67500,"Married",3,0,4,4,"Single detached",4,2,"Mortgage","1980-1989",540,440,"No","Oil",1200,"English","Below"
"Sub 1",100000,"Married",2,1,3,5,"Single attached",2,2,"Mortgage","1980-1989",1700,150,"No","Gas",1000,"English","Below"
"1-10",190000,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","2000-2004",2300,210,"No","Gas",1500,"English","Above"
"10+",122304,"Female Head",5,0,6,7,"Single detached",3,3,"Mortgage","Before 1939",710,280,"No","Wood",300,"English","Below"
"Sub 1",138000,"Married",8,2,6,11,"Single detached",1,3,"Mortgage","1950-1959",2500,500,"No","Gas",4000,"Other","Below"
"Sub 1",100500,"Married",2,1,3,5,"Single detached",2,2,"Mortgage","1950-1959",1500,150,"No","Oil",1200,"English","Below"
